ID_AUFTRAG_ZPM,STW_NUM,n0_3,BIEGESTEIFIGKEIT,MASSE,DATUM_GESAMT_BAUJAHR,V_SOLL_IST,BETA_HT_M_DEB,BETA_HT_Q_DEB,Ssp_Randkonstruktion
16120,7.7,6.989,364,5.23,1893,160,0.94,0.94,1
16132,11.38,6.174,3830,14.78,1988,150,1.56,1,1
16134,15.8,4.525,9687,18.73,1985,140,1.379,1.097,1
16145,15,4.685,7682,17.06,1996,100,1.001,1,1
16152,4.7,21.088,693,7.88,1925,140,1.166,1.726,1
16156,8.2,14.729,4921,12.38,1925,110,1.238,4.604,1
16167,13,5.387,5973,17.78,1981,110,0.93,1,2
16169,5.5,12.707,394,6.58,1972,100,1.02,1.14,2
16174,2.4,99.596,939,7.04,1936,140,0.81,0.81,1
16178,24.5,2.856,25091,21.07,1995,140,1.06,1.69,1
16199,13.95,5.493,7187,15.52,1976,110,1.083,1.083,1
16206,6,17.006,1715,11.29,1968,160,1.31,2.53,1
16207,6.2,11.162,832,11.15,1971,160,0.853,2.08,1
16211,6.25,17.488,1252,6.62,1905,140,0.84,2.6,0
16213,4.5,26.227,1108.9,9.7,1959,150,1.08,1.95,1
16217,5,19.671,1030.1,10.51,1960,160,1.02,2.309,1
16218,5.1,18.815,1091,11.24,1961,160,1.18,2.45,1
16219,6.25,17.969,1252,6.27,1904,140,1.125,1.11,1
16224,10,7.349,3261,14.9,1979,160,1.34,1.999,1
16225,17.25,3.917,9819,17.83,1997,160,1,1,1
16234,9.87,4.672,1188,14.15,1990,120,1.01,2,1
16237,10,8.038,2909,11.11,1905,90,0.88,2.6,1
16255,2.1,55.61,156,6.4,1925,100,0.679,0.686,1
16259,2.8,32.422,171,6.53,1925,100,0.64,1.47,1
16260,2.4,46.858,217,7.35,1927,100,0.79,1.43,1
16263,2.4,41.75,180,7.68,1929,120,0.677,1.215,1
16273,4,23.954,381,6.4,1927,130,0.766,0.766,1
16278,8.7,22.063,20434,18.08,1956,160,1.469,3.645,1
16282,3.5,47.145,953,7.05,1910,80,0.756,0.756,0
16287,11.85,9.451,15061,21.1,2006,160,2.53,1.48,1
16289,5,20.717,898,8.26,1915,160,0.831,0.832,0
16312,3.8,47.468,1744,9.159,1934,160,0.894,2.431,1
16313,8.08,21.454,10689,13.443,1931,160,1.229,3.199,1
16314,8.04,19.801,8383,12.625,1931,160,1.225,3.195,1
16347,11,5.726,2743.5,14.1,1995,120,0.989,0.885,1
16350,4.37,26.723,2169,20.55,1934,120,0.9,1.15,1
16352,3.32,19.906,239,12.25,1927,140,0.753,1.15,1
16378,10.8,9.934,6040,11.1,1917,130,2.21,7.564,0
16395,6.5,15.498,1696,9.76,1934,160,0.866,1.901,1
16406,3.5,43.166,2271,20.04,1926,160,0.94,0.85,1
16414,3.35,32.619,548,10.09,1923,120,0.931,0.768,1
16444,3.6,39.36,483,4.58,1907,120,1.077,1,1
16450,7,10.438,1446,13.64,1909,130,1.445,1,0
16454,7.78,11.574,2343,11.78,1912,120,1.49,1.35,1
16457,12.35,4.687,2829,13.66,1991,120,1.081,1.081,1
16475,18.22,3.274,8642,18.05,2004,160,1,1,2
16492,12.8,7.965,11175,16.19,1935,160,0.997,1.298,1
16493,5.6,18.183,1294,9.82,1930,160,1.039,1.039,0
16500,16.58,6.436,50459,39.77,1977,140,1,1.07,0
16511,11.65,5.773,3804,15.29,1979,140,1,1,1
16513,11.2,9.173,9873,18.4,1961,160,2.012,5.556,1
16522,10.8,7.015,3147.2,11.6,1971,160,1.304,4.009,0
16524,13,5.32,4980,15.2,1975,160,1.53,1.53,0
16526,9.15,8.492,1930,9.42,1919,140,0.78,0.78,1
16527,3.8,18.863,261,8.68,1990,160,1,1,0
16531,13.1,8.303,13568,16.49,1932,140,1.338,1.347,0
16532,13.1,8.285,13568,16.56,1932,140,1.338,1.347,0
16551,15.16,4.165,6221,16.75,1979,140,1.21,1.21,1
16554,15.8,5.122,12438,18.77,1998,160,1,1,1
16560,8.46,10.075,1882,8.93,1925,140,0.824,5.657,1
16579,7.6,8.855,1232,11.62,1978,140,1.79,1.27,1
16586,2.4,51.292,283,8,1924,140,0.7,0.7,1
16587,2.4,51.292,283,8,1924,140,0.7,0.7,1
16615,6.35,11.05,758,9.42,1993,120,1,1,1
16618,4.9,20.034,633,6.75,1933,130,0.921,0.917,1
16619,4.9,20.057,704,7.49,1933,130,0.921,0.917,1
16631,14.34,5.574,20039,37.64,1982,130,1.2,1.08,1
16638,2.6,49.179,314,7.01,1924,140,0.861,1.969,1
16640,3.8,26.753,525,8.68,1938,140,0.843,1.55,1
16642,7.7,15.106,2942,9.05,1906,160,0.905,1.963,1
16643,5.8,17.583,1374,9.69,1951,160,0.89,2.41,1
16644,8.3,13.06,3884,11.84,1934,120,0.742,1.129,1
16646,10.75,8.82,6707,15.93,1950,100,1.36,2,1
16655,2.75,33.86,249,9.37,1884,160,0.95,0.97,1
16656,2.75,72.449,1039,8.54,1884,160,0.95,0.97,1
16664,4.5,20.785,807,11.24,1915,140,1.14,0.9,1
16668,12.62,6.732,9021,19.36,1976,140,3.276,1.244,1
16680,14,4.891,5747,15.43,1985,160,1.123,1.248,1
16685,9,8,1702,10,1972,160,0.99,0.98,1
16689,7.2,8.273,650,8.72,1973,140,0.94,0.95,1
16690,7.2,8.273,650,8.72,1973,140,0.94,0.95,1
16694,4.25,30.528,1061,8.61,1909,130,0.92,2.38,1
16695,7.8,12.69,2109,8.73,1925,130,1.053,2.075,1
16699,4.5,21.731,620,7.9,1925,130,1.201,1.572,1
16721,15.05,4.71,7580,16.43,1997,140,1,1,1
16733,5.7,24.595,2003,7.74,1930,130,1.27,1.27,1
16736,6.2,16.758,1406,8.36,1927,90,1.18,1.18,1
16737,5.7,24.454,2392,9.35,1925,120,0.863,0.869,1
16739,3.5,35.8,714,9.16,1921,160,1.14,1.14,1
16750,5.7,28.653,2845,8.1,1927,140,0.946,4.284,0
16754,13.5,4.535,3303,11.93,1973,160,1.26,4.42,1
16759,5.1,49.691,8747,12.92,1966,130,1.18,2.17,1
16766,5.3,20.806,1365,9.86,1958,150,1.5,2.62,1
16769,5.8,9.606,450.7,10.65,1982,160,1.08,2.15,1
16771,5.6,16.711,1205.4,10.83,1960,160,0.976,2.265,1
16774,4.2,40.793,1979,9.43,1969,160,1.19,2.36,1
16779,6.7,15.97,2037,9.78,1911,100,1.112,1.999,2
16792,8.5,12.544,3402,10.22,1905,140,0.98,2.9,1
16793,5,16.947,817,11.23,1905,140,1.02,3,1
16818,2.4,41.75,180,7.68,1929,120,0.677,1.215,1
16842,8,21.981,10689,13.327,1931,160,1.229,3.199,1
16843,8.04,21.744,10676,13.334,1931,160,1.225,3.195,1
16845,8.08,10.32,2107,11.452,1923,160,1.15,1,1
16882,4.37,27.295,1687,15.32,1934,120,0.9,1.15,0
16883,14,5.386,7561,16.74,1998,120,1.03,1.04,1
16884,14,5.716,7396,14.54,1998,120,1.13,1.04,0
16885,21.48,3.308,20295,21.5,1997,120,1,1,1
16900,14.6,4.21,6202,19,2001,120,0.848,1.111,0
16903,15.07,5.563,11645,18,1988,130,1.264,2.222,1
16912,3.9,23.292,323,6.35,1977,80,0.76,0.76,1
16921,12,5.861,4939,17.11,1982,160,1,1.05,1
16922,8.8,11.576,5830.4,17.9,1984,160,0.95,0.95,1
16930,9,11.175,7312,22.02,1926,160,1.11,0.87,1
16936,6.6,8.61,622,10.91,1992,140,1.14,1.1,1
16939,4.6,18.758,989,15.49,1932,140,0.845,0.84,0
16940,8.2,6.994,1056,11.78,1983,140,1,1,1
16941,8.2,7.021,1056,11.69,1983,140,1,1,1
16979,7.78,11.752,2717,13.25,1912,120,1.53,1.35,1
16996,4.97,19.341,1430,15.46,1934,150,1.1,1.1,1
17007,6.6,15.747,2193,11.5,1909,120,0.815,0.823,0
17008,21.2,4.008,34174,25.98,1991,120,1.15,1.15,0
17009,10.25,11.703,9196,15.01,1933,160,1.33,1.093,0
17011,8.7,11.258,3340,11.35,1930,160,1.53,1.109,0
17012,12.8,8.311,11175,14.87,1935,160,0.997,1.297,0
17023,16.47,3.683,6229,15.4,1993,140,1,1,0
17038,13,5.32,4980,15.2,1975,160,1.53,1.53,0
17068,11.71,5.602,3786,15.83,1976,120,1.007,1.034,1
17069,6,13.821,893,8.9,1991,160,1,1,1
17101,9.4,8.162,2808,13.32,1981,110,1.064,0.909,0
17136,3,34.968,228,5.68,1924,130,0.839,0.839,1
17137,12.8,5.425,4204,13.13,1982,130,0.99,0.99,1
17148,3.4,36.135,1582,22.37,1913,130,1.008,2.403,1
17156,2.6,49.179,314,7.01,1924,140,0.861,1.969,1
17160,5.8,17.583,1374,9.69,1951,160,0.89,2.41,1
17161,5.8,17.583,1374,9.69,1951,160,0.89,2.41,1
17162,5.35,19.442,1255,10,1928,120,0.94,2.42,1
17174,3.25,26.43,253,8.01,1977,160,0.87,0.87,1
17177,7.7,6.989,364,5.23,1893,160,0.94,0.94,0
17188,6,10.053,465,8.76,1979,140,1.277,1.672,1
17209,14,4.891,5747,15.43,1985,160,1.123,1.248,1
17215,7.8,12.521,2573,10.94,1925,130,1.284,2.507,1
17219,4.5,21.731,620,7.9,1925,130,1.201,1.572,1
17253,6.7,20.738,2845,8.1,1927,140,0.946,4.284,1
17255,8.6,10.228,2943,12.69,1950,130,0.81,4.25,1
17256,13.5,4.535,3303,11.93,1973,160,1.26,4.42,1
17266,5.5,11.793,571,11.07,1971,160,1.16,1.85,1
17267,21,3.397,19477,21.41,1990,160,1.49,8.26,1
17269,7,12.793,2029,12.74,1969,160,1.2,2.59,1
17272,5.3,40.116,4745,9.22,1958,150,1.5,2.62,1
17273,4.5,26.227,1108.9,9.7,1959,150,1.08,1.95,1
17274,5.8,9.76,480.1,10.99,1981,160,1.2,2.39,1
17275,5.6,16.711,1205.4,10.83,1960,160,0.976,2.265,1
17276,6.25,17.969,1252,6.27,1904,140,1.125,1.11,1
17277,6.25,17.969,1252,6.27,1904,140,1.125,1.11,0
17288,13.5,6.011,9622,19.78,1978,140,1.974,5.666,1
17293,6,23.112,4175,14.88,1934,160,0.97,2.54,1
17299,9.87,4.591,994,12.26,1990,120,1.01,2,1
17300,5,19.241,994,10.6,1902,130,0.8,2.9,1
17301,8.5,12.08,3402,11.02,1905,140,0.98,2.9,1
17302,5,16.947,817,11.23,1905,140,1.02,3,1
17306,21.5,3.036,15586,19.52,1987,150,1.16,2,1
17358,3.6,61.743,2347,9.044,1937,160,0.869,0.892,1
17359,5,45.752,7037,13.272,1937,160,0.973,0.974,1
17360,3.05,86.017,2604,10.035,1934,160,1.248,1.542,1
17397,20.64,2.897,10556,17.1,1999,110,1.42,1.14,0
17398,20.64,2.814,11190,19.21,1999,110,1.42,1.14,1
17405,3.7,35.463,534,5.59,1919,140,2.077,3.724,1
17406,4.4,25.273,848,8.74,1919,140,1.349,3.669,1
17425,2.14,47.352,81,4.25,1962,160,0.678,0.686,0
17426,5.85,18.803,1836,10.94,1916,140,0.83,0.83,1
17431,4,16.292,274,9.95,1989,140,0.766,0.766,1
17435,8.8,11.774,4423.8,13.13,1984,160,0.95,0.95,0
17436,6.5,15.05,1696,10.35,1934,160,0.866,1.901,1
17439,7.35,14.008,2170,9.35,1985,160,1,1,1
17443,9,10.586,3749,12.58,1926,80,1.11,0.87,1
17444,3.5,43.615,2271,19.63,1926,160,0.94,0.85,1
17446,2.9,44.547,533,9.37,1922,110,0.876,0.883,1
17449,5.7,24.987,3801,14.23,1946,120,0.903,0.909,2
17450,5.6,18.221,1838,13.89,1921,120,0.872,0.877,2
17455,6.55,8.468,582,10.88,1981,140,1.37,1.18,1
17490,8.5,10.65,2039.8,8.5,1913,120,1.123,1.123,1
17499,10.7,7.259,3275,11.7,1942,110,1.058,1.058,1
17530,21.2,3.891,29030,23.42,1991,120,1.15,1.15,1
17534,10.25,11.671,9366,15.37,1933,160,1.135,1.161,0
17536,8.7,11.419,3321,10.97,1930,160,1.53,1.109,0
17538,5.6,17.645,1169,9.42,1930,160,1.039,1.039,0
17542,4.1,27.813,924,10.43,1932,160,1.4,1.4,1
17558,11.2,9.173,9873,18.4,1961,160,2.012,5.556,1
17564,20.67,3.337,15897,19.3,1990,160,1,1,0
17567,5.7,15.96,1002.6,9.2,1931,80,3.678,4.871,0
17568,6.2,9.93,561,9.5,1934,160,1,1,1
17571,3.8,18.281,244,8.64,1990,160,1,1,1
17582,18.5,3.742,14291,21.5,1985,160,1,1,1
17602,11.71,5.469,4185,18.36,1976,120,1.007,1.034,1
17606,15.7,4.185,8058,18.68,2001,160,1.38,1.38,1
17608,11,7.229,3802,12.26,1925,140,1.226,4.858,1
17610,5.3,15.278,530,7.1,1925,140,0.827,3.961,1
17647,8.1,13.465,3726,11.78,1956,110,1,1,1
17666,16.58,4.572,12751,19.92,1974,160,2.211,2,1
17667,16.58,4.572,12751,19.92,1974,160,2.211,2,1
17668,12.55,6.071,6589,17.78,1988,160,1.074,2.824,1
17698,3.4,28.417,356,8.14,1916,160,0.786,1.676,1
17705,5.5,16.185,884,9.1,1950,160,0.994,2.362,1
17722,9,9.244,3065,13.49,1939,160,0.97,0.96,1
17728,6.2,9.415,602,11.34,1988,140,1.269,0.818,1
17732,12.62,6.762,9021,19.19,1976,140,3.276,1.244,1
17737,5.2,11.702,323,7.96,1976,130,1.265,1.581,1
17738,5.2,11.702,323,7.96,1976,130,1.265,1.581,1
17748,6.4,17.865,2500,11.52,1928,160,1.05,1.63,1
17750,3.6,34.634,672,8.23,1912,160,1.211,1.402,1
17751,9,8,1702,10,1972,160,0.99,0.98,1
17753,5.1,21.889,1118,8.51,1946,160,0.93,0.93,1
17757,7.8,12.521,2573,10.94,1925,130,1.284,2.507,1
17782,12.6,4.708,3064,13.53,1997,130,1.36,1.08,1
17784,12.6,4.708,3064,13.53,1997,130,1.36,1.08,1
17786,19.05,3.556,11744,17.4,1997,100,1.3,1.11,1
17798,9.5,8.458,4565,19.33,1913,120,1.28,1,1
17810,2.35,46.906,158,5.81,1930,130,1.13,3.31,0
17815,5.1,51.451,8434,11.62,1966,130,1.18,2.217,1
17817,5.7,11.58,652.9,11.38,1974,160,0.88,1.93,1
17819,21,3.397,19477,21.41,1990,160,1.49,8.26,1
17821,6.25,17.488,1252,6.62,1905,140,0.84,2.6,0
17826,6.2,14.41,1956,15.73,1934,100,1.302,1.999,2
17827,2.7,109.357,2277,8.84,1932,140,1.1,2.28,2
17829,13.5,6.011,9622,19.78,1978,140,1.974,5.666,1
17833,4,35.505,1682,12.86,1934,160,1.401,1.999,2
17860,4.5,26.304,744,6.47,1904,100,2.83,3,0
17872,2.1,55.61,156,6.4,1925,100,0.679,0.686,1
17873,7.65,13.405,3517,14.1,1925,120,0.98,1,1
17888,16.4,4.967,15747,21.77,2006,160,1.33,1.26,1
17889,15.55,5.585,11967,16.19,2006,160,1.47,1.77,0
17913,3.8,47.468,1744,9.159,1934,160,0.894,2.431,1
17914,8.08,21.624,10689,13.233,1931,160,1.229,3.199,1
17915,4.2,52.928,2844,8.05,1941,160,1.376,0.99,1
17916,8.07,21.666,10676,13.231,1931,160,1.225,3.195,1
17929,5.5,16.168,889,9.17,1913,120,1.03,1,0
17932,11.6,5.31,2286,11.05,1983,120,2.02,1.09,0
17934,12.56,7.341,9071,16.69,1934,120,1.4,1.08,0
17935,4.37,27.295,1687,15.32,1934,120,0.9,1.15,0
17948,4.37,26.723,2169,20.55,1934,120,0.9,1.15,1
17959,16.88,4.179,10055,17.5,1976,140,1.37,1.37,1
17981,3.9,22.474,251,5.3,1977,160,0.76,0.76,0
17987,2.14,47.352,81,4.25,1962,160,0.678,0.686,1
17988,5.85,18.701,1836,11.06,1916,140,0.83,0.83,0
17993,7.1,17.51,4386,13.89,1925,160,0.887,0.896,1
17994,6.8,13.144,2030,13.56,1976,120,0.86,0.87,1
17995,5.49,10.952,719.4,16.29,1985,160,0.95,0.95,0
17999,8,9.824,2368,14.78,1988,140,1,1,0
18001,8,9.822,2628,16.41,1987,140,1,1,1
18010,2.9,44.403,490,8.67,1922,110,0.876,0.883,1
18020,6.6,8.61,622,10.91,1992,140,1.14,1.1,1
18021,3.15,38.987,541,8.92,1926,140,0.77,0.77,1
18036,12.6,6.135,4909,12.77,1909,130,1.042,1.042,1
18045,9.3,10.743,3653,10.44,1934,120,1.06,2,1
18057,11.09,6.288,3396,14.01,1989,160,1.217,1.217,1
18084,9.7,9.59,4844,14.68,1922,120,1.15,1.15,1
18105,14.73,6.372,25077,32.37,1982,160,1.02,1.08,0
18132,6.1,10.399,716,11.8,1934,160,1.015,1.018,0
18136,5.8,21.215,1930,9.35,1919,140,0.78,0.78,1
18137,5.5,21.068,1926,11.7,1920,140,0.87,0.81,2
18147,11.58,6.183,4031,14.47,1989,80,1,1,1
18148,11.85,5.904,4031,14.47,1989,80,1,1,1
18161,15.16,4.165,6221,16.75,1979,140,1.21,1.21,1
18167,11.3,7.867,6020,14.72,1916,100,0.956,5.122,1
18168,11.3,7.849,5418,13.31,1916,100,0.956,5.122,1
18190,18.52,4.34,17706,19.72,1979,160,1.9,1.214,1
18191,12.64,6.111,7390,19.13,1996,160,1.66,4.5,1
18200,7.6,8.855,1232,11.62,1978,140,1.16,1.64,1
18201,3.15,37.871,376,6.57,1925,140,0.75,0.75,1
18222,6.35,11.08,758,9.37,1993,120,1,1,0
18226,3,34.968,228,5.68,1924,130,0.839,0.839,1
18247,5.4,15.959,1105,12.59,1937,160,1.167,1.962,1
18248,10.75,8.82,6707,15.93,1950,100,1.36,2,1
18262,4.5,20.785,807,11.24,1915,140,1.14,0.9,1
18267,5.8,17.583,1374,9.69,1951,160,0.89,2.41,1
18268,5.8,17.583,1374,9.69,1951,160,0.89,2.41,1
18269,3.6,40.882,1041,9.15,1931,160,0.854,2.065,0
18280,7.4,11.761,2039,12.13,1925,120,0.89,0.9,1
18286,4.7,21.031,768,8.78,1925,140,1.166,1.726,1
18287,8.2,14.729,4921,12.38,1925,110,1.238,4.604,1
18305,14.35,5.181,7580,16.43,1997,140,1,1,1
18316,2.7,76.267,1442,11.51,1929,90,1.12,1.12,1
18317,2.7,76.267,1442,11.51,1929,90,1.12,1.12,1
18319,5.8,18.881,1532,9.37,1928,90,1.1,1.1,1
18332,9.5,9.264,1847,6.52,1913,120,1.04,2.11,1
18338,4.7,33.722,1689,7.51,1927,140,0.934,3.177,1
18345,7.3,9.191,982,10.1,1950,160,1.074,2.62,2
18346,3.8,49.541,1848,8.91,1959,150,1.17,2.8,1
18348,5.7,13.773,861,10.61,1971,160,0.883,1.95,1
18349,5.7,13.773,861,10.61,1971,160,0.883,0.95,1
18352,5.8,9.609,451,10.65,1982,160,1.08,2.15,1
18353,4.2,40.793,1979,9.43,1969,160,1.19,2.36,1
18355,5.4,19.602,1687,12.74,1967,100,2.12,1.999,2
18357,4,21.872,539,10.86,1907,100,1.172,1.999,2
18361,10,7.349,3261,14.9,1979,160,1.34,1.999,1
18362,6,23.112,4175,14.88,1934,160,0.97,2.54,1
18374,7.5,13.324,2083,9.15,1905,140,0.93,3.8,1
18392,2.8,32.422,171,6.53,1925,100,0.64,1.47,1
18404,8,12.621,1896,7.17,1914,160,1.05,2.59,1
18409,3.6,31.882,429,6.2,1910,80,0.756,0.756,0
18437,3.05,86.017,2604,10.035,1934,160,1.248,1.542,1
18438,8,21.81,10689,13.537,1931,160,1.229,3.199,1
18442,7.6,20.719,9118,15.709,1931,160,1.051,1.045,1
18466,3.6,36.774,753,8.18,1914,120,0.842,1,1
18478,12.56,7.063,10778,21.42,1934,120,1.4,1.08,1
18480,3.32,19.906,239,12.25,1927,140,0.753,1.15,1
18501,11.21,6.145,4495,18.6,1977,160,0.96,0.98,1
18507,2.9,35.307,278,7.78,2000,160,0.72,0.72,1
18525,2.93,49.553,853,11.63,1954,110,0.764,0.771,1
18531,7.21,12.501,2142.9,12.52,1921,120,0.938,0.946,2
18537,9.3,11.624,5329,13.01,1926,140,0.943,6.1,1
18538,8.9,6.335,1245,12.2,2003,140,1.735,1.82,1
18539,4.6,18.626,989,15.71,1932,140,0.845,0.84,1
18540,4.6,18.615,1184,18.83,1932,140,0.845,0.84,1
18582,21.47,3.767,25197,20.62,2002,100,1.14,1.14,1
18608,7.72,10.322,1474,9.61,1931,140,1.246,1.049,0
18616,8.35,10.904,2319,9.9,1959,120,1.147,2.876,0
18622,16.58,6.356,22446,18.14,1977,140,1,1.07,0
18623,16.58,6.436,50459,39.77,1977,140,1,1.07,0
18640,8.7,9.036,3166,16.7,1917,140,1.209,2.68,2
18648,15.7,4.828,10492,18.28,2004,160,1,1,1
18674,15.7,4.185,8058,18.68,2001,160,1.38,1.38,1
18675,6.7,13.183,1171,8.25,1925,140,1.6,5.8,1
18676,6.7,13.183,1171,8.25,1925,140,1.6,5.8,1
18698,9.4,8.162,2808,13.32,1981,110,1.064,0.909,1
18699,6.58,11.062,1097,11.8,1979,110,1.59,0.75,1
18727,6.2,9.298,496,9.58,1976,160,1.179,1.705,1
18734,4,24.285,298,4.87,1915,120,1.256,1.592,0
18750,9.2,6.679,1717,13.255,1986,100,1,1,1
18756,2.8,38.699,194,5.2,1936,130,1.095,1.547,1
18761,7.7,14.492,2690,8.99,1906,160,0.905,1.963,1
18764,5.4,15.999,1100,12.47,1937,160,1.167,1.962,1
18772,3.25,26.801,291,8.96,1977,160,0.87,0.87,1
18797,11.38,6.174,3830,14.78,1988,150,1.56,1,1
18802,6.6,14.46,1378,8.57,1912,160,1.047,2,1
18803,3.6,34.634,672,8.23,1912,160,1.211,1.402,0
18808,5.2,23.819,1313,7.81,1914,200,0.89,0.89,1
18812,5.2,23.819,1313,7.81,1914,200,0.89,0.89,0
18818,2.7,37.093,203,6.85,1936,130,1.09,1.152,1
18853,5.7,24.595,2003,7.74,1930,130,1.27,1.27,1
18855,6.2,16.758,1406,8.36,1927,90,1.18,1.18,1
18883,6.4,12.019,1193.4,12.15,1964,150,1.29,3.4,1
18884,5.7,11.58,652.9,11.38,1974,160,0.88,1.93,1
18885,6,17.006,1715,11.29,1968,160,1.31,2.53,1
18886,6.2,11.162,832,11.15,1971,160,0.853,2.08,1
18890,5.8,9.76,480.1,10.99,1981,160,1.2,2.39,1
18891,6.25,17.969,1252,6.27,1904,140,1.125,1.11,0
18895,13.2,6.266,9623,19.92,1979,130,1.88,5.43,2
18896,11.2,5.055,2788,17.11,1979,130,1.97,5.38,2
18902,7.5,15.306,4476,14.9,1934,140,1.77,1.999,1
18905,5.42,19.366,1498,11.42,1909,130,0.939,1.999,1
18912,13.36,5.383,6386,17.07,1979,130,1.39,4,1
18915,19.5,3.691,15586,19.52,1987,150,1.25,2,1
18919,4.5,26.304,744,6.47,1904,100,2.83,3,1
18930,2.1,55.61,156,6.4,1925,100,0.679,0.686,1
18931,2.1,55.61,156,6.4,1925,100,0.679,0.686,1
18954,11.85,9.468,14829,20.7,2006,100,2.45,1.1,0
18957,7.6,20.719,9118,15.709,1931,160,1.051,1.045,1
18972,4.55,61.983,9950,14.91,1937,160,1.054,3.324,1
18973,4.2,52.928,2844,8.05,1941,160,1.376,0.99,1
18990,5.5,16.26,1004,10.24,1913,120,1.12,1,1
18993,3.6,36.72,760,8.28,1914,120,0.842,1,0
18996,11.6,5.209,2373,11.92,1983,120,2.02,1.09,1
19003,11,4.797,1847.4,13.53,1995,120,0.989,0.885,0
19019,16.88,4.317,8665,14.13,1976,140,1.37,1.37,0
19020,4.4,25.273,848,8.74,1919,140,1.349,3.669,0
19056,3.6,31.788,606,8.81,1928,160,0.762,0.783,1
19057,2.9,35.622,303,8.33,2000,160,0.72,0.72,1
19058,5.49,11.018,632,14.14,1985,160,0.95,0.95,1
19064,11.74,6.761,5898,16.76,2006,160,1.48,5,1
19067,10.8,8.219,9743,26.16,1973,120,1.038,1.053,1
19076,9.3,10.028,3802,12.47,1926,140,0.943,6.1,1
19078,6.55,8.445,582,10.94,1986,140,1.37,1.18,1
19121,11.09,6.288,3396,14.01,1989,160,1.217,1.217,1
19135,6.4,12.071,641,6.47,1928,160,0.974,0.973,1
19143,5.2,15.714,641,8.76,1932,160,1.12,1.12,1
19144,7.72,10.069,1296,8.88,1931,140,1.246,1.049,1
19145,5.2,15.543,635,8.87,1932,160,1.12,1.12,0
19158,16.58,6.356,22446,18.14,1977,140,1,1.07,0
19177,12.4,5.831,5147,15.8,1971,160,1.25,1.25,1
19179,8.8,8.835,3206,16.9,1919,140,1.229,2.756,2
19211,11.85,5.637,4078,16.06,1989,80,1,1,1
19213,6,13.456,893,9.39,1988,160,1,1,1
19214,15.8,5.122,12438,18.77,1998,160,1,1,1
19221,5.3,15.278,530,7.1,1925,140,0.827,3.961,1
19232,18.52,4.322,17706,19.88,1979,160,1.9,1.214,1
19240,6.58,11.062,1097,11.8,1979,110,1.47,0.75,1
19242,8.1,14.591,4446,11.97,1956,110,1,1,1
19259,6.2,8.95,496,10.34,1976,160,1.179,1.705,1
19265,14.35,4.728,6108,15.9,1980,160,1.714,1.346,1
19287,6.38,10.947,1100,13.67,1999,110,0.859,1.081,1
19293,4.25,48.476,3129,10.07,1950,140,1.166,1.588,1
19296,5.5,16.185,884,9.1,1950,160,0.994,2.362,1
19297,5.35,20.256,1252,9.19,1928,120,1.033,2.65,1
19306,7.7,6.989,364,5.23,1893,160,0.94,0.94,0
19312,6.2,9.242,602,11.77,1988,140,1.269,0.818,1
19322,5.8,17.583,1374,9.69,1951,160,0.89,2.41,1
19327,15.8,4.588,9687,18.22,1985,140,1.034,1.097,1
19329,6.4,17.878,2873,13.22,1928,160,1.05,1.63,1
19335,15.2,4.524,8035,18.15,1996,100,0.851,1,0
19340,2.7,37.093,203,6.85,1936,130,1.09,1.152,1
19347,7.8,12.69,2109,8.73,1925,130,1.053,2.075,1
19360,24.5,2.856,25091,21.07,1995,140,1.06,1.69,1
19361,3.6,32.822,440,6,1917,140,1.231,1.783,1
19377,5.7,24.454,2392,9.35,1925,120,0.863,0.869,1
19389,8.6,10.302,2621,11.14,1950,130,0.81,4.25,0
19412,7,10.699,1731,15.54,1982,140,1.39,2.25,2
19413,3.5,32.157,744,11.83,1935,140,1.23,3.68,2
19416,17.55,3.785,9819,17.83,1997,160,1,1,1
19417,7.5,15.306,4476,14.9,1934,140,1.77,1.999,1
19445,7.65,13.253,3635,14.91,1925,120,0.98,1,1
19448,2.4,46.858,217,7.35,1927,100,0.79,1.43,1
19459,4,23.954,381,6.4,1927,130,0.766,0.766,1
19516,6.16,13.252,1284,12.53,1998,100,1,1,1
19533,22.53,2.64,15942.9,21.91,2006,120,1.099,1.419,1
19547,22.53,2.58,15595,22.43,2006,120,1.026,1.158,1
19570,20,3.572,18412,22.25,2002,160,1.116,3.2,1
19575,6.16,13.394,1207,11.53,1998,100,1,1,1
19630,3,37.588,846,18.24,1915,120,1.277,1.277,1
19631,5.8,21.244,2610,12.61,1932,130,1,1,1
19637,6.8,10.293,807,8.79,1966,120,0.975,1.838,1
19651,13.43,5.914,8614.5,18.68,2003,200,1.85,1.85,1
19657,3.2,29.304,308,8.44,1926,100,0.674,1.6,1
19659,6.7,13.112,1258,8.96,1914,120,0.8,3.26,1
19681,3,33.066,388,10.81,1907,110,0.839,0.839,1
19696,12.14,6.74,6859,17.15,1996,120,1.13,3.357,1
19697,3.6,16.101,111,6.29,1950,130,1.117,6.907,1
19704,3.5,20.775,268,10.21,1968,120,0.814,0.83,1
19706,6.15,19.918,2199,9.56,1932,160,1.398,4.96,1
19719,26.3,2.456,27919,23.88,2012,80,1,1,0
19736,7,16.604,4762,17.75,1935,120,1.06,1.06,1
19737,5.6,27.71,2990,9.77,1923,140,1.04,3.5,2
19748,5.9,12.928,916,11.16,1909,130,1.74,1,1
